"";"name";"ID";"agreement_start";"creditcardnr";"default";"date_of_default"
"4079";"Javier Huels";"962-13-4748";1990-10-31;"7895-6606-7225-6734";0;NA
"4080";"Dee Quitzon";"853-14-6946";2003-05-07;"7231-3468-4403-6254";0;NA
"4081";"Denny Treutel";"766-77-1433";2001-08-03;"2818-6209-5420-7511";0;NA
"4082";"Marvin Swift";"734-73-3853";1991-09-06;"4989-5275-4312-3961";0;NA
"4083";"Jacob Bailey";"394-92-1339";1995-11-15;"3911-4690-7161-5199";0;NA
"4084";"Patrice Raynor";"268-72-6087";2002-01-27;"1233-9376-4123-4438";1;"2019-04-23"
"4085";"Carleen Spencer";"878-66-7705";1991-10-29;"1115-5034-6198-1255";0;NA
"4086";"Desmond Fay";"272-17-9713";2001-05-01;"9664-8969-3874-3386";0;NA
"4087";"Garnet Wisoky";"169-81-7465";2002-01-20;"7509-9818-7331-1745";0;NA
"4088";"Kevin O'Hara";"307-26-6437";2001-03-28;"8385-7074-5252-7035";0;NA
"4089";"Jere Lockman";"334-78-4946";1991-06-14;"7487-6840-2477-5666";0;NA
"4090";"Elizabeth Runolfsson";"622-34-3479";1992-10-30;"8790-9316-4246-9186";0;NA
"4091";"Bobby Gulgowski";"488-95-8714";1994-12-09;"4197-3367-6053-8736";1;"2009-07-19"
"4092";"Ellis Hahn";"753-32-5595";1990-08-19;"7893-9913-3270-4775";0;NA
"4093";"Monte Harber";"264-42-9787";1999-12-24;"5614-3618-2684-7682";0;NA
"4094";"Abraham Strosin";"649-57-8003";1998-04-21;"5971-8357-3332-6071";0;NA
"4095";"Domenica Jaskolski";"392-40-8379";1993-12-22;"7711-8543-4774-6390";0;NA
"4096";"Lorenzo Cormier";"258-52-2272";1994-01-18;"5504-4204-1689-5456";0;NA
"4097";"Kyra Larson";"856-58-6113";1998-07-01;"1557-3836-1490-2971";1;"2011-11-29"
"4098";"Brinda Hand";"262-12-8096";1990-09-23;"4664-8899-9487-9881";0;NA
"4099";"Jennifer Gerhold";"165-26-2862";1991-11-23;"2747-3657-7143-7611";0;NA
"4100";"Phil Wilderman";"800-33-2597";1991-11-19;"3897-1731-9212-8711";0;NA
"4101";"Madaline Marks";"865-44-9636";1999-06-04;"1679-1568-9286-1430";0;NA
"4102";"Orlando Daugherty";"258-28-6549";2001-03-20;"6450-4588-5586-5175";0;NA
"4103";"Alan Mayert";"191-82-7563";1993-07-21;"6200-8488-4665-3927";0;NA
"4104";"Mason Beatty";"431-81-2868";1997-04-05;"5463-8298-7876-9695";0;NA
"4105";"Cecil Doyle";"987-86-5792";1996-10-18;"1635-7092-6410-7326";0;NA
"4106";"Carlita Osinski";"420-47-8940";1994-11-18;"1188-4968-7819-7738";1;"2015-02-01"
"4107";"Newton Eichmann";"120-49-4856";1992-05-23;"4317-6198-5757-5831";0;NA
"4108";"Beatrice Stoltenberg";"910-94-3884";1999-12-29;"9024-4314-9152-2118";0;NA
"4109";"Eddy Lynch";"419-25-4988";2000-10-06;"1294-7797-6587-2016";1;"2008-01-31"
"4110";"Steve Reilly";"817-16-1738";2003-02-17;"2147-3371-9705-9035";0;NA
"4111";"Venita Herzog";"774-42-3947";2000-06-24;"7943-5857-4265-5052";0;NA
"4112";"Riva Jacobs";"355-61-9326";1990-10-20;"3122-6924-1211-6690";0;NA
"4113";"Herbert Murray";"538-41-8458";2001-02-08;"7712-2141-7025-1664";1;"2017-12-24"
"4114";"Marcelo Kautzer";"622-83-9474";2000-08-03;"5641-1365-1606-3972";0;NA
"4115";"Ellan Marvin";"502-14-2464";1993-06-05;"2225-9761-1752-2696";1;"2020-02-20"
"4116";"Zachary Hirthe";"648-87-4348";1992-02-03;"9497-9965-8432-4275";0;NA
"4117";"Ned Mraz";"669-81-2860";1991-07-30;"5454-6252-8643-8751";0;NA
"4118";"Alejandro Goldner";"828-76-9951";1997-11-09;"6881-3884-6811-6118";0;NA
"4119";"Amber Padberg";"595-90-2278";2003-07-14;"9114-4279-1948-5428";0;NA
"4120";"Isabel Herman";"479-10-2234";1992-11-16;"2195-9029-6854-9037";0;NA
"4121";"Rosena Sawayn";"612-67-7694";1992-01-15;"7067-2420-3662-3332";0;NA
"4122";"Noah Ferry";"923-16-6901";1999-12-18;"4910-6927-6992-2696";0;NA
"4123";"Pei Ward";"668-26-5732";1991-08-01;"6544-2870-2616-3924";0;NA
"4124";"Darrick Koelpin";"191-96-5645";1996-07-09;"8227-5789-8794-3604";0;NA
"4125";"Sari Kuphal";"587-52-8112";1992-05-07;"4983-7581-1347-8303";0;NA
"4126";"Meg Thompson";"280-45-7835";2002-07-10;"5467-5190-6150-1366";1;"2006-12-13"
"4127";"Scottie D'Amore";"303-68-2396";1994-11-04;"9710-7174-4166-5965";0;NA
"4128";"Tennie Cormier";"631-80-1312";2002-06-25;"7934-2866-7540-3789";0;NA
"4129";"Rodolfo Stroman";"793-62-2353";2000-04-01;"9883-2637-5565-8701";1;"2008-11-17"
"4130";"Florine Altenwerth";"963-80-7511";1991-06-20;"7612-6464-4830-7492";0;NA
"4131";"Dorian Prosacco";"988-26-5798";1996-12-18;"1596-8927-5258-6098";0;NA
"4132";"Kennith Schmidt";"579-85-9163";1994-09-10;"4793-2105-1834-1076";1;"2019-04-04"
"4133";"Clelia Rowe";"194-53-7015";2002-12-02;"3573-5836-6543-2939";0;NA
"4134";"Ivory Hudson";"764-92-3482";1993-02-05;"1775-7211-6688-5371";0;NA
"4135";"Kenton Koelpin";"238-97-4766";2000-01-01;"7005-1094-7742-9351";0;NA
"4136";"Lita Kshlerin";"593-17-2977";1990-09-07;"9364-9194-6321-9640";0;NA
"4137";"Eldridge Marks";"867-43-9830";2003-04-27;"6862-7538-9713-8486";0;NA
"4138";"Avery Walker";"534-14-2735";2000-01-16;"7065-8933-3282-2409";0;NA
"4139";"Angelic Barton";"165-31-7042";2003-04-09;"4450-7783-8543-6271";0;NA
"4140";"Ezekiel Marvin";"489-84-4494";1994-01-08;"9964-2543-9157-6024";0;NA
"4141";"Carey Cruickshank";"670-61-4166";1996-12-14;"1531-1451-1169-6550";0;NA
"4142";"Emmett Rice";"398-40-3617";1992-10-11;"7901-6067-3577-7133";0;NA
"4143";"Lester Wintheiser";"572-50-1739";1991-10-04;"9737-5019-2653-8830";1;"2014-10-01"
"4144";"Donnette Pfannerstill";"962-19-1726";1999-06-02;"1840-2962-9790-8501";0;NA
"4145";"Ben Rempel";"303-51-1065";1991-09-03;"7407-7941-1738-1445";1;"2020-11-08"
"4146";"Charles O'Kon";"360-18-6417";2000-05-30;"4080-8373-4927-8269";0;NA
"4147";"Phoebe Braun";"368-78-6450";1997-03-08;"7698-5239-5763-5696";0;NA
"4148";"Tawnya Wintheiser";"115-41-4135";1997-03-16;"2889-9512-5792-5465";0;NA
"4149";"Jermaine Rogahn";"182-58-5142";2002-02-10;"6684-5465-9587-6617";0;NA
"4150";"Junior Jewess";"174-28-4011";1997-05-12;"1707-1943-3675-7102";0;NA
"4151";"Jesus Rice";"781-54-6820";2003-12-27;"6687-8009-3733-3847";0;NA
"4152";"Sherwood Muller";"216-95-3288";1993-12-29;"4102-9329-2025-2005";0;NA
"4153";"Dewey Zemlak";"439-50-5059";1991-08-31;"6440-3009-4823-2863";1;"2010-12-09"
"4154";"Raleigh Lubowitz";"212-85-4002";1991-08-10;"9970-2997-2757-9769";0;NA
"4155";"Bradley Moore";"224-84-8499";1999-11-12;"3356-2502-5804-5778";0;NA
"4156";"Hortensia Marvin";"772-69-4368";1995-09-19;"6441-8363-6122-5187";0;NA
"4157";"Setsuko Botsford";"208-43-1576";1991-03-21;"4289-7542-7989-6838";0;NA
"4158";"Kit Bruen";"280-72-9007";1996-07-25;"7682-6065-3150-3393";0;NA
"4159";"Daron Corkery";"624-21-3231";1998-07-27;"8825-4429-5501-7902";0;NA
"4160";"Glen Hansen";"185-98-4930";1991-08-02;"3320-8967-8856-6306";0;NA
"4161";"Vincent Frami";"831-37-7314";1992-03-11;"5533-1891-5107-6316";0;NA
"4162";"Nilda Graham";"143-41-3527";1998-06-21;"9175-5134-3451-2419";0;NA
"4163";"Humberto Krajcik";"822-74-7749";1992-09-23;"5161-4847-7940-3248";0;NA
"4164";"Everette Graham";"664-55-5121";1998-08-23;"5645-2273-7237-6920";0;NA
"4165";"Humberto Ryan";"999-98-9312";1993-10-22;"7838-8972-8310-4520";1;"2014-07-05"
"4166";"Gabriel Bayer";"825-54-7823";2003-11-24;"4104-7548-7450-6419";1;"2011-06-11"
"4167";"Isis Jenkins";"132-27-3875";1995-11-30;"8592-2046-4546-3728";0;NA
"4168";"Shasta Turcotte";"539-82-3226";1990-10-26;"9488-6437-5483-4020";0;NA
"4169";"Joel Schimmel";"773-29-5454";1995-09-13;"6397-6693-6484-1751";0;NA
"4170";"Bud Sauer";"734-37-9468";1993-10-29;"5582-7036-5849-8178";0;NA
"4171";"Doris Armstrong";"260-60-3192";1999-02-11;"4590-2389-2456-8237";0;NA
"4172";"Malik Haag";"269-31-4883";1990-01-24;"2962-4506-8561-5712";0;NA
"4173";"Ezra Kling";"114-42-6448";1997-02-16;"6528-4865-1852-4259";1;"2005-04-25"
"4174";"Rasheeda Hartmann";"280-79-6528";1997-01-08;"5814-6795-8836-7521";0;NA
"4175";"Tamra Greenholt";"269-34-1645";1999-08-10;"2355-8935-4121-5819";1;"2013-10-29"
"4176";"Clinton Pollich";"722-39-1444";1999-04-08;"8107-2633-5358-9165";1;"2005-10-28"
"4177";"Graig Kautzer";"588-15-5674";1994-12-30;"8097-5107-1122-4928";0;NA
"4178";"Lia Schaden";"640-52-4993";1999-04-15;"2361-1946-1675-8808";0;NA
"4179";"Dian Simonis";"306-19-3549";1990-10-18;"2323-2301-9138-6575";0;NA
"4180";"Hank Berge";"947-49-8761";1990-04-10;"1074-4413-8219-3923";0;NA
"4181";"Reena Dibbert";"498-67-5061";1997-09-04;"1474-7645-6436-1851";0;NA
"4182";"Kristen Bosco";"165-10-4420";1994-02-27;"7468-2668-3816-1979";0;NA
"4183";"Derek Kassulke";"355-16-7599";1997-11-08;"4772-5690-1584-1082";0;NA
"4184";"Galen Haag";"661-93-2296";1995-05-26;"5597-3082-6864-9795";0;NA
"4185";"Stacee Rempel";"782-91-7671";1993-11-04;"6173-3430-8407-7379";0;NA
"4186";"Doreen Koepp";"852-31-2744";1990-02-14;"1514-6967-1557-7063";0;NA
"4187";"Merlene Mertz";"999-25-2056";1998-02-17;"5510-6158-5984-6374";0;NA
"4188";"Brain Cummerata";"217-85-2965";2003-05-19;"2989-6797-5670-3709";1;"2016-07-16"
"4189";"Gerald Spencer";"740-43-9742";2002-08-22;"2327-7424-7754-9130";0;NA
"4190";"Jayna Hirthe";"448-38-6846";2001-05-15;"9677-9495-2237-1621";1;"2004-05-14"
"4191";"King Emard";"631-55-5847";1996-01-27;"4279-6119-6295-7439";1;"2013-08-14"
"4192";"Richie Bogan";"368-69-2090";1996-04-29;"4286-1645-6121-3393";0;NA
"4193";"Ellan Torphy";"155-30-5394";1993-11-06;"2831-4337-5376-3907";0;NA
"4194";"Temeka Oberbrunner";"752-58-2315";2002-07-17;"2345-8807-7721-9513";0;NA
"4195";"Lyle Lehner";"808-92-5644";2003-08-25;"2083-1720-2264-2989";0;NA
"4196";"Kristel Bins";"550-95-4725";2001-06-30;"5540-9047-7993-4106";1;"2008-11-16"
"4197";"Kum Breitenberg";"632-50-5538";1994-05-25;"1382-1262-8065-1846";0;NA
"4198";"Bennie Crist";"953-34-5262";2003-08-15;"7993-1290-7667-6168";0;NA
"4199";"Teressa Wolf";"778-37-8608";1993-09-13;"9445-2494-5841-8773";1;"2018-12-01"
"4200";"Moses Wolf";"340-13-4651";2002-04-28;"9856-5990-7050-7567";1;"2010-04-17"
"4201";"Ilene Lueilwitz";"702-74-3110";1992-10-17;"2439-6871-1335-3233";0;NA
"4202";"Hilario Quitzon";"453-48-5537";1990-03-19;"1162-1384-6738-6508";1;"2011-08-14"
"4203";"Britney Volkman";"916-27-7159";1993-02-03;"4144-7552-4272-6542";0;NA
"4204";"Janyce Monahan";"444-20-3606";2001-06-18;"9799-4651-2528-4018";0;NA
"4205";"Raphael Cartwright";"401-65-9451";2001-09-10;"4600-1062-5928-1980";0;NA
"4206";"Boyd Conroy";"988-34-5775";1994-06-17;"6462-9273-2294-9210";0;NA
"4207";"Lindsey Cormier";"240-25-9012";1993-11-26;"5949-6894-3246-8257";1;"2017-12-12"
"4208";"Dorethea Bergnaum";"471-67-9263";1990-08-27;"3369-8381-6734-2311";0;NA
"4209";"Ivory Klein";"271-89-9136";1991-06-19;"1498-8224-7173-5774";0;NA
"4210";"William Hartmann";"663-74-3117";1998-03-10;"5336-9991-4771-3095";1;"2012-02-01"
"4211";"Elisha Morar";"655-66-3590";1997-03-04;"3869-8846-4767-6134";0;NA
"4212";"Mel Wolff";"772-17-7716";1994-03-03;"5425-6342-3837-6011";0;NA
"4213";"Carlo Murazik";"793-38-7270";1998-11-09;"5362-5696-1973-5497";0;NA
"4214";"Dion Mayer";"157-31-9436";1993-08-13;"3587-7205-8375-6401";0;NA
"4215";"Frank Lebsack";"383-14-7146";1992-03-09;"8702-3802-2785-8428";0;NA
"4216";"Shad Baumbach";"188-39-5447";1991-03-12;"8608-1107-5852-3178";0;NA
"4217";"Hosea Streich";"143-93-9853";1994-08-02;"5772-5269-5451-1783";0;NA
"4218";"Wava Lubowitz";"979-46-4668";1997-11-19;"9938-1671-8188-1338";0;NA
"4219";"Romeo Gerhold";"901-26-6956";2000-07-14;"9844-3239-9847-1033";0;NA
"4220";"Neville Raynor";"924-74-7317";1990-10-03;"3823-6039-5942-8809";0;NA
"4221";"Loren Skiles";"661-85-6235";2002-09-22;"9278-9644-2103-8952";0;NA
"4222";"Nolan Halvorson";"278-65-8628";1998-08-03;"2152-2353-3359-7494";0;NA
"4223";"Ferne Zulauf";"522-54-8783";2000-01-22;"8554-8194-8711-9798";0;NA
"4224";"Dakota Stiedemann";"140-49-3597";2000-10-24;"1087-4591-6867-3423";0;NA
"4225";"Vicenta Dach";"275-59-4052";1999-09-13;"9422-8505-3128-4520";0;NA
"4226";"Theo Stokes";"288-76-9354";1998-10-19;"9744-6099-2654-4815";0;NA
"4227";"Al Ernser";"224-83-5926";2001-07-03;"7411-8531-3078-4565";1;"2020-01-11"
"4228";"Mauro Effertz";"680-13-1103";2000-10-01;"6017-7889-6192-8021";0;NA
"4229";"Owen Keebler";"361-54-6495";2000-03-25;"1459-7638-2846-6845";0;NA
"4230";"Winston Wisozk";"604-66-8008";1993-04-23;"6535-6567-6612-3917";0;NA
"4231";"Karlene Osinski";"443-28-8690";1993-09-04;"1024-5119-7938-6705";0;NA
"4232";"Stephan Fadel";"593-96-1461";1994-05-20;"1649-1954-4998-7756";0;NA
"4233";"Cordell Schaden";"629-92-6152";2001-09-29;"8788-3716-6200-4649";1;"2013-10-19"
"4234";"Cheryll Steuber";"266-89-7022";1995-10-14;"3515-5640-4396-6874";1;"2006-08-01"
"4235";"Sena Von";"576-34-9111";1997-05-11;"8009-3253-7607-2690";0;NA
"4236";"Dina Welch";"516-80-3684";2001-08-21;"6707-8641-9065-4026";0;NA
"4237";"Erin Lehner";"386-23-4430";1999-08-25;"5654-2795-4389-8423";0;NA
"4238";"Laurette Tromp";"353-99-9098";2000-06-02;"7129-3258-4917-6726";0;NA
"4239";"Lou Leannon";"979-97-9068";2001-06-25;"8226-8987-6991-4577";1;"2008-09-14"
"4240";"Janette Stiedemann";"561-79-5424";2000-09-23;"3616-8938-9597-5519";0;NA
"4241";"Lewis Koelpin";"618-89-5514";1998-02-08;"6157-9917-1348-1070";1;"2006-10-16"
"4242";"Ian Purdy";"457-90-2536";1991-08-16;"3323-5073-1837-4392";0;NA
"4243";"Monroe Watsica";"374-94-6556";2003-08-18;"1352-1385-3054-7621";0;NA
"4244";"Dalene O'Hara";"227-74-8090";1994-02-05;"1731-4774-2337-3561";0;NA
"4245";"Weston McKenzie";"733-40-8489";1994-06-26;"3626-7146-7675-4013";0;NA
"4246";"Doug Hegmann";"142-44-4318";1993-11-09;"8847-4870-3414-7512";0;NA
"4247";"Gil Sipes";"529-90-7681";1992-02-13;"9436-1372-7952-1568";0;NA
"4248";"Rocky Casper";"989-23-8756";1991-01-15;"7461-8179-3992-8443";0;NA
"4249";"Lou Gibson";"926-89-6553";1997-08-27;"8643-6205-7157-6451";0;NA
"4250";"Joshua Bechtelar";"540-76-7439";2003-02-02;"7147-1586-2533-7392";0;NA
"4251";"Phillis Corkery";"567-44-6632";2003-08-05;"2811-4710-3307-8870";0;NA
"4252";"Jospeh Kilback";"817-50-8359";2000-01-31;"1908-8854-8837-3157";0;NA
"4253";"Mohammed Gerhold";"393-89-3316";2000-09-28;"2759-2882-2785-7837";0;NA
"4254";"Chester Rodriguez";"663-95-2257";2001-04-10;"7189-1715-5171-9540";0;NA
"4255";"Amee Green";"780-72-4477";2001-05-04;"9143-7095-9135-3328";0;NA
"4256";"Marlin Aufderhar";"665-58-2012";1998-10-03;"5395-3138-9155-3062";0;NA
"4257";"Xiomara Kris";"340-89-8522";2000-04-13;"2843-6461-5994-4008";0;NA
"4258";"Titus Hudson";"620-96-1878";2000-08-08;"4850-5796-3405-2397";0;NA
"4259";"Shameka Senger";"712-40-3940";1996-09-23;"3828-5847-4501-9633";0;NA
"4260";"Traci Deckow";"397-16-7793";1990-01-18;"4156-4556-2433-9976";0;NA
"4261";"Lyla Gusikowski";"910-53-7825";1997-05-27;"9529-3273-5776-9083";0;NA
"4262";"Justin Langosh";"422-38-1862";1994-09-02;"8659-6483-3316-3241";1;"2005-11-18"
"4263";"Loraine Harvey";"858-58-7976";2003-01-06;"2487-2293-4787-3076";0;NA
"4264";"Hong Boehm";"439-77-8626";1995-01-09;"8569-4439-6070-4660";1;"2017-06-09"
"4265";"Allene Mills";"859-90-7762";1993-07-01;"9489-5652-1019-3098";1;"2017-07-11"
"4266";"Julissa Hettinger";"781-18-5181";1998-06-29;"7515-4513-7591-5603";0;NA
"4267";"Yuk Volkman";"311-91-2594";2002-05-05;"9412-2465-9048-8020";0;NA
"4268";"Kyle Fadel";"143-45-9881";2002-08-18;"3363-5693-3618-7300";0;NA
"4269";"Vickey Quigley";"169-39-1134";2002-06-13;"6495-2170-3745-9377";0;NA
"4270";"Amie Schuppe";"214-91-9044";1991-09-23;"1583-1520-7307-9699";1;"2015-07-24"
"4271";"Tiffany Spencer";"498-93-3047";2003-12-14;"4899-8178-6291-2495";1;"2012-05-16"
"4272";"Georgann Brown";"605-88-9628";1995-09-05;"3385-7238-6281-8505";0;NA
"4273";"Mary Sporer";"452-61-6662";1993-04-09;"3188-5325-4175-8242";1;"2020-01-17"
"4274";"Elmer Powlowski";"424-36-4006";2000-03-22;"1328-3826-4662-3715";0;NA
"4275";"Francine Ferry";"192-35-5004";1995-09-20;"6606-7216-6480-4448";0;NA
"4276";"Kurt Carter";"898-16-5948";1996-10-05;"2965-8135-8701-1344";0;NA
"4277";"Tommy Johns";"639-96-1302";1997-04-26;"8508-1583-5561-1607";0;NA
"4278";"Bridgette Streich";"998-64-9665";2001-10-12;"1267-7268-3213-9809";0;NA
"4279";"Ralph Harris";"810-41-1109";1997-04-29;"2382-7777-1876-7980";0;NA
"4280";"Angla Nicolas";"652-28-6171";1992-09-22;"2010-2897-2950-6941";0;NA
"4281";"Hilma Kutch";"231-66-4362";1993-07-29;"1165-3326-3679-7883";0;NA
"4282";"Broderick Kilback";"134-83-5021";1998-06-14;"9566-4783-8844-8444";0;NA
"4283";"Reed McLaughlin";"370-93-6870";1993-10-19;"3636-6634-2779-3732";0;NA
"4284";"Kizzie Kub";"244-96-3255";1993-03-25;"7701-3192-1001-6364";0;NA
"4285";"Steffanie Weimann";"384-37-2789";2000-09-15;"8823-4761-9749-3277";1;"2006-01-06"
"4286";"Lindsay Roberts";"940-54-5461";1993-11-07;"1032-9219-6414-9085";1;"2010-11-26"
"4287";"Dwayne Feeney";"330-49-4488";1997-04-04;"6624-5947-7895-1975";0;NA
"4288";"Rosalva Ratke";"979-64-9275";1999-08-31;"1327-4181-7696-6848";0;NA
"4289";"Margeret Mitchell";"198-81-8999";1993-08-20;"6146-3163-7414-9364";0;NA
"4290";"Geraldo Rau";"725-75-7716";1995-10-29;"9053-9023-2526-6606";0;NA
"4291";"Tom Huels";"820-51-1485";1995-07-11;"5028-9536-1244-7711";0;NA
"4292";"Amado Kemmer";"408-11-2057";1997-06-25;"8944-6347-2314-9567";0;NA
"4293";"Elia Corwin";"852-58-4340";2002-10-08;"7564-9926-6265-1959";1;"2004-11-17"
"4294";"Britta Rath";"227-40-3118";1993-02-14;"2810-7564-8572-6958";1;"2017-09-22"
"4295";"Mikel West";"117-62-8612";1991-10-05;"8664-2590-2183-8894";0;NA
"4296";"Willian Jacobi";"377-69-5462";2000-12-12;"1705-3688-8608-3601";1;"2017-05-19"
"4297";"Mack Lynch";"209-52-2923";1993-11-22;"9711-3098-2664-6583";0;NA
"4298";"Joy Lindgren";"952-16-2816";1990-06-18;"8199-4864-3286-9036";0;NA
"4299";"Harvey Marvin";"128-73-5454";1998-09-18;"5128-5815-8755-8328";0;NA
"4300";"Valery Fahey";"148-54-7668";1993-04-10;"5020-4453-1849-5146";0;NA
"4301";"Tess Thiel";"930-92-8581";1998-06-07;"7166-7488-7758-4171";0;NA
"4302";"Nova Wolff";"917-30-5714";1998-04-17;"7370-1931-8435-3349";1;"2016-09-05"
"4303";"Junko Gerlach";"612-99-9883";2000-02-21;"1744-8749-4026-8570";1;"2015-07-17"
"4304";"Kirk Harvey";"829-43-3415";1992-07-29;"1161-6865-1637-1890";0;NA
"4305";"Teddy Anderson";"555-95-4771";1991-08-03;"9489-7883-6822-1548";0;NA
"4306";"Claudine Schimmel";"131-63-8534";2001-04-11;"2012-6475-5727-4122";0;NA
"4307";"Donnette Kulas";"956-64-3717";2003-09-05;"9330-4417-8882-1332";0;NA
"4308";"Sheldon Grant";"711-74-5522";2001-03-05;"2436-1187-9532-3777";0;NA
"4309";"Louie Cole";"197-26-3287";1996-02-06;"1638-9056-9460-9970";0;NA
"4310";"Jade Harber";"682-29-8166";2000-05-21;"5106-8934-8515-9544";0;NA
"4311";"Josefina Quitzon";"695-31-2270";2000-12-09;"9657-7089-9844-6121";1;"2017-05-18"
"4312";"Marcelo Kessler";"645-67-3266";1992-06-20;"8579-1797-8586-3045";0;NA
"4313";"Linwood Bogan";"133-68-2809";1992-09-14;"5090-5907-5860-7938";0;NA
"4314";"Lanita Metz";"602-28-1451";2003-05-01;"8607-1593-3147-8916";0;NA
"4315";"Gordon Reynolds";"606-36-2732";1997-11-18;"5750-4693-1777-6665";0;NA
"4316";"Pablo Hickle";"829-19-5440";2003-09-26;"6420-3806-3705-6104";0;NA
"4317";"Bryanna Kozey";"114-73-5300";1996-05-11;"9671-2421-2789-7772";1;"2005-08-05"
"4318";"Rickie Sipes";"531-92-7634";1998-06-09;"6800-5014-1576-6726";0;NA
"4319";"Marie Quitzon";"299-52-4026";2001-06-26;"6359-4676-5310-9350";0;NA
"4320";"Bennie Mante";"823-13-9288";2003-04-11;"2498-8154-9554-9585";0;NA
"4321";"Jamie Klein";"633-66-4081";1994-02-04;"4791-3683-8514-6078";0;NA
"4322";"Mina Langworth";"138-25-3499";1998-07-21;"6956-5339-9306-2281";0;NA
"4323";"Tisa Adams";"325-89-1582";1993-05-17;"6593-6049-6983-9495";0;NA
"4324";"Theodore Wolff";"208-17-4870";2003-04-02;"7264-8700-9579-6052";0;NA
"4325";"Aileen Hessel";"621-20-3441";1992-07-23;"6954-4555-6174-8962";1;"2009-01-10"
"4326";"Ambrose Miller";"667-38-4207";1993-06-30;"1316-3203-6506-4250";0;NA
"4327";"Peg Kulas";"710-66-4881";2000-09-14;"2759-5056-2008-9303";0;NA
"4328";"Octavio Trantow";"451-86-8095";2002-05-14;"3544-7419-6405-5380";1;"2011-11-06"
"4329";"Melodee Grant";"310-77-2758";1990-05-12;"6341-3640-7981-9722";0;NA
"4330";"Frank Simonis";"551-47-4908";2003-10-15;"6355-2866-9208-3167";0;NA
"4331";"Mana Wuckert";"957-23-4127";1993-10-25;"9649-3309-7457-2754";1;"2015-10-11"
"4332";"Leroy Fritsch";"278-75-1231";1998-04-29;"1453-3183-3875-5784";0;NA
"4333";"Valerie Torphy";"835-18-1164";1996-08-28;"5199-5032-5448-9904";1;"2007-10-09"
"4334";"Scot Gibson";"508-95-9352";2002-09-18;"8153-3920-8296-2742";0;NA
"4335";"Carson Kuhn";"901-53-1947";1995-04-19;"6944-9781-1616-4763";0;NA
"4336";"Signe Bartoletti";"414-70-3409";1999-01-04;"2168-5607-1586-9270";0;NA
"4337";"Romeo Swift";"988-17-1677";2003-01-23;"4191-1212-9880-1706";1;"2006-10-11"
"4338";"Hazel Turner";"347-30-8990";1998-07-14;"8845-5468-2551-9295";0;NA
"4339";"Jonah Rau";"650-32-4866";2002-08-12;"7765-1031-8521-7368";0;NA
"4340";"Kanesha Kiehn";"597-16-4583";1993-04-17;"3507-4383-8930-9886";0;NA
"4341";"Octavia Tremblay";"364-39-5707";1991-12-19;"1457-6153-4435-2410";1;"2012-11-21"
"4342";"Mario Kuhlman";"555-69-6991";2002-03-26;"3840-8186-7474-7069";0;NA
"4343";"Wilfred Metz";"790-32-1381";1993-02-27;"5635-7588-6715-2014";0;NA
"4344";"Anastasia Watsica";"503-31-6647";1991-10-26;"6511-1522-8560-7959";0;NA
"4345";"Chad Ward";"301-37-9324";1992-01-14;"6573-7031-8431-6012";0;NA
"4346";"Ceola Witting";"146-14-7930";1998-11-16;"2451-3146-4493-2991";0;NA
"4347";"Catherin Metz";"191-67-3317";1996-06-30;"9889-6347-7997-9393";0;NA
"4348";"Weldon Orn";"248-33-6655";1995-01-05;"5372-1592-5963-7527";0;NA
"4349";"Trey Lindgren";"200-19-2025";1996-06-25;"7680-3120-4612-5441";1;"2014-10-24"
"4350";"Georgine Bosco";"494-86-6843";1992-08-23;"6978-4402-2541-3670";0;NA
"4351";"Damon Rau";"832-81-5841";1994-01-14;"9809-3636-5100-3505";0;NA
"4352";"Gregory Herman";"262-40-6724";1997-03-24;"7764-1450-8234-7147";0;NA
"4353";"Annett Kling";"426-38-2233";1993-08-30;"5282-1853-8027-3820";0;NA
"4354";"Terina Klocko";"613-68-2762";2002-02-03;"4673-4145-5954-1627";1;"2020-02-14"
"4355";"Suzi Flatley";"302-23-7255";1999-01-20;"4688-7713-8155-8704";0;NA
"4356";"Ladonna Kemmer";"109-97-2934";2002-04-21;"9104-9152-2735-9932";0;NA
"4357";"Christa Nicolas";"441-33-1535";1997-06-08;"1523-7451-7204-7065";0;NA
"4358";"Elnora Gerlach";"473-92-5229";2002-04-11;"7448-4888-8267-2190";1;"2011-03-27"
"4359";"Estrella Weissnat";"382-14-6200";1995-02-13;"2627-7881-1710-3759";0;NA
"4360";"Nancie Hermiston";"642-48-5379";1991-09-19;"8741-3978-2600-4091";0;NA
"4361";"Troy Jaskolski";"664-47-4653";1996-06-27;"9834-1501-4393-9655";0;NA
"4362";"Modesto Nikolaus";"153-44-8630";2000-06-27;"3858-5710-1959-1813";0;NA
"4363";"Fausto Parisian";"762-22-1424";2000-06-21;"5808-6469-3977-1802";0;NA
"4364";"Scott Casper";"693-92-4653";2003-04-18;"7762-1751-2745-1081";0;NA
"4365";"Pia Rosenbaum";"135-27-9221";1994-06-21;"6892-5732-5147-2834";0;NA
"4366";"Ezequiel Dicki";"815-46-1066";1998-02-20;"9757-2506-9216-5784";0;NA
"4367";"Alfredo Haley";"539-91-6549";2003-08-10;"1152-5360-5650-7218";0;NA
"4368";"Horacio Kohler";"276-51-8787";1993-01-14;"7575-8107-9809-1053";0;NA
